snippets_rows
id,title,description,language,codeSnippet,userId
74,Firebase Initial Setup  ,Config file for setting up firebase in a project (lives inside firebase folder at the root),JavaScript,"import firebase from ""firebase"";
import 'firebase/firestore'
import 'firebase/auth'
import 'firebase/storage'

const firebaseConfig = {
    apiKey: ""AIzaSyDncNsqXCB-q52t7zv5X5NDrfy5zxrr5ws"",
    authDomain: ""project-dojo-631b6.firebaseapp.com"",
    projectId: ""project-dojo-631b6"",
    storageBucket: ""project-dojo-631b6.appspot.com"",
    messagingSenderId: ""588005029656"",
    appId: ""1:588005029656:web:1638f83082752031a3506d""
};

// Init Firebase
firebase.initializeApp(firebaseConfig)

// Init Services
const projectFirestore = firebase.firestore()
const projectAuth = firebase.auth()
const projectStorage =firebase.storage()

// Timestamp
const timestamp = firebase.firestore.Timestamp

export {projectFirestore, projectAuth, timestamp, projectStorage}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
75,PHP Arrays,Array types commonly used in php,PHP,"// Basic array

$names = ['Luke', 'Ben', 'Rich', 'Sam'];

echo $names[0]; // This will display Luke



// Associative array

$person = [
    name => 'Luke', // Key => Value
    age => 37,
    gender => 'Male',
];

echo $person['age']; // This will display 37


// Multi-dimensional array

$friends = [
    [
        name => 'Luke',
        age => 37,
        gender => 'Male',
    ],

    [
        name => 'Sam',
        age => 35,
        gender => 'Male',
    ],

    [
        name => ' Becca',
        age => 28,
        gender => 'Female',
    ],
];

echo $friends[1][‘name’]; // This will display Sam",user_2mlEznod51hhL2F6Y9kHYlSzv8I
76,PHP Basic Array Methods,Basic array methods commonly used in php,PHP,"$names = ['Luke', 'Ben', 'Rich', 'Sam'];

$names[2] = 'Jack'; // Sets the name Jack to index of the 2
count($names) // Returns the number of elements in an array.
array_push($names) // Adds one or more elements to the end of an array.
array_pop($names) // Removes and returns the last element of an array.
array_shift($names) // Removes and returns the first element of an array.
array_unshift($names) // Adds one or more elements to the beginning of an array.
sort($names) // Sorts the elements of an array in ascending order.
rsort($names) // Sorts the elements of an array in descending order.
array_reverse($names) // Reverses the order of the elements in an array.
array_merge($array1, $array2) // Merges one or more arrays into a single array.
array_slice($names, 2) // Extracts a slice of an array based on a specified range of keys. Starts at Rich",user_2mlEznod51hhL2F6Y9kHYlSzv8I
77,PHP Ternary Operator ,One line if / else statement,PHP,"$ageTwo = 19;

echo $ageTwo >= 18 ? 'You can start driving'  :  'You are too young to start driving ';",user_2mlEznod51hhL2F6Y9kHYlSzv8I
78,PHP Switch Statement,Switch statement in php,PHP,"$day = 'Sunday';

switch ($day) {
    case 'Monday':
        echo 'Plan course structure';
        echo 'Go to coding meet up';
        break;
    case 'Tuesday':
        echo 'prepare theory videos';
        break;
    case 'Wednesday':
        echo 'Write code examples';
        break;
    case 'Thursday':
        echo 'Write code examples now';
        break;
    case 'Friday':
        echo 'Record Videos';
        break;
    case 'Saturday':
    case 'Sunday':
        echo 'Enjoy the weekend 😁';
        break;
    default:
        echo 'Not a valid day';
}

",user_2mlEznod51hhL2F6Y9kHYlSzv8I
79,PHP Loops,Commonly used loops in php,PHP,"// Basic For Loop

for ($rep = 1; $rep <= 10; $rep++) {
    echo 'Lifting weight rep $rep';
}



// Looping Over an Array (const friends = ['Luke', 'Ben', 'Rich', 'Sam'])

for ($i = 0; $i < count($friends); $i++) {
    echo $friends[$i];
}



// Basic While Loop (const friends = ['Luke', 'Ben', 'Rich', 'Sam'])

$i = 0;
while ($i < count($friends)){
    echo $friends[$i];
    $i++;
}



// For Each Looping Over an Array (const friends = ['Luke', 'Ben', 'Rich', 'Sam'])

foreach ($friends as $friend) {
    echo $friend;
}

// Alternate way
<?php foreach ($friends as $friend) : ?>
    <li><?php echo $friend ?></li>
<?php endforeach; ?>",user_2mlEznod51hhL2F6Y9kHYlSzv8I
80,PHP Class,Classes (object blueprint) in php,PHP,"class User {
    public $first_name;
    public $last_name;
    public $job;

    public function __construct($first_name, $last_name, $job) { // A constructor allows you to initialize an object's properties upon creation of the object
        $this->first_name = $first_name;
        $this->last_name = $last_name;
        $this->job = $job;
    }

    public function login() {
        echo $this->first_name . ' logged in';
    }
}
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
81,PHP PDO Connection,Connect to a database using the PHP Data Object,PHP,"<?php

// Database configuration
$host = 'localhost';
$port = 3306;
$dbName = 'dbname;
$username = 'dbuser';
$password = 'dbpassword';

// Connection string (DSN)
$dsn = ""mysql:host={$host};port={$port};dbname={$dbName};charset=utf8"";

try {
  // Create a PDO instance
  $pdo = new PDO($dsn, $username, $password);

  // Set PDO to throw exceptions on error
  $pdo->setAttribute(PDO::ATTR_ERRMODE, PDO::ERRMODE_EXCEPTION);

  // Set the default fetch mode to FETCH_ASSOC
    $pdo->setAttribute(PDO::ATTR_DEFAULT_FETCH_MODE, PDO::FETCH_ASSOC);

} catch (PDOException $e) {
  // If there is an error with the connection, catch it here
  echo ""Connection failed: "" . $e->getMessage();
}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
82,JavaScript Arrays Methods,Commonly used Javascript array methods,JavaScript,"const friends = ['Luke', 'Ben', 'Rich', 'Sam'];

friends.push('Jon') // Adds item to the end of the array
friends.unshift('Craig') // Adds item to the start of the array
friends.pop() // Removes item to the end of the array
friends.shift() // Removes item to the start of the array
friends.slice(1, 3); // Copy's items from index 1 - index 3 [Ben, Rich], which can be saved in a new array
friends.splice(1, 3); // Removes items from index 1 - index 3 ['Ben', 'Rich'] from the original array ['luke', 'sam']
friends.reverse(); // Reverses the original array - ['sam', 'rich', 'ben', 'luke']
friends.includes('luke'); // Checks if the array contains luke (returns true if it contains luke) - ['sam', 'rich', 'ben', 'luke']
friends.sort(); // Sorts the array in alphabetic order (re-orders original array)",user_2mlEznod51hhL2F6Y9kHYlSzv8I
83,JavaScript Loops,Commonly used loops in JavaScript,JavaScript,"// Basic For Loop

for (let rep = 1; rep <= 10; rep++) {
    console.log(`Lifting weight rep ${rep} `)
}


// Looping Over an Array (const friends = ['Luke', 'Ben', 'Rich', 'Sam'])

for (let i = 0; i < friends.length; i++) {
    console.log(friends[i]);
}


// Basic While Loop

let rep = 1
while (rep <= 10) {
    console.log(`Lifting weight rep ${rep} `);
    rep++;
}


// Basic For Of Loop - (Array - const friends = ['Luke', 'Ben', 'Rich', 'Sam'])

for (const friend of friends ) {
    console.log(friend)
}


//Basic For Each Loop - (Array - const friends = ['Luke', 'Ben', 'Rich', 'Sam'])

friends.forEach( function (friend) {
    console.log(friend)
})

Map Method looping an array - (Array - const numbers = [2, 4, 6, 8]) - creates new array newNumbers = [4, 8, 12, 19]

const newNumbers = numbers.map(function(number) {
    return number * 2;
})",user_2mlEznod51hhL2F6Y9kHYlSzv8I
84,JavaScript Objects,Basic object and methods in Javascript,JavaScript,"const luke = {
    firstName: 'Luke',
    lastName: 'Coleman',
    birthYear: 1985,
    job: 'Developer',
    friends: ['Sam', 'Jon', 'Rich'],
    isAwesome: true,

    calcAge3: function () {
        this.age = 2022 - this.birthYear;
        return this.age;
    }
}


// Basic Object Methods

console.log(luke.firstName); // Gets first name value from the object - normally used
//or
console.log(luke['firstName']); // Gets first name value from the object

luke.location = 'England'; // Adds location to the object
console.log(luke);

luke.calcAge3() // Calls objects function
console.log(luke.age);// Gets age from object (created with the above function call)",user_2mlEznod51hhL2F6Y9kHYlSzv8I
85,JavaScript DOM Manipulation ,Commonly used ways of manipulating the DOM,JavaScript,"//Selecting Elements In The DOM

document.getElementsByTagName('button') // grabs all buttons
document.getElementsByClassName('class') // grab element by class
document.getElementById('id') // grab element by id
document.querySelector('.header') // grab element by selector
document.querySelectorAll() // grab all


// Manipulating Elements In The DOM

const message = document.innerHTML = '<h2>Hello message</h2> ' // Creates html content
header.prepend(message) // adds message htm to the top / first child of header element
header.append(message) // adds message html to bottom / last child of header element
header.before(message) // adds message html before the header element
header.after(message) // adds message html after the header element
message.remove() // removes the message element
document.querySelector('.class').textContent = 'text here' // Changes text content
document.querySelector('body').style.backgroundColor = '#222' // Changes background color
document.querySelector('body').style.width = '15rem' // Changes width
document.querySelector('.class').classList.add('class') // Adds a class to the element
document.querySelector('.class').classList.remove('class') // Removes a class from an element
document.querySelector('.class').classList.toggle('class')// Toggles a class
document.createElement('div') // Creates a div


// Event Listener

document.querySelector('.btn').addEventListener('click', function () {
    console.log('You clicked the button')
}) // Click

document.addEventListener(""keydown"", function(e) {
    console.log('you pressed a key')
}) // Key press",user_2mlEznod51hhL2F6Y9kHYlSzv8I
86,JavaScript Fetch ,Example of using fetch with try and catch in JavaScript for handling asynchronous operations,JavaScript,"async function fetchData() {
  try {
    const response = await fetch('https://api.example.com/data');
    
    if (!response.ok) {
      throw new Error('Network response was not ok');
    }

    const data = await response.json();
    console.log('Data successfully fetched:', data);
  } catch (error) {
    console.error('Error fetching data:', error.message);
  }
}

// Call the function to initiate the data fetching process
fetchData();
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
87,Axios GET,Using Axios to fetch data from an api,JavaScript,"async function fetchData() {
  try {
    const response = await axios.get('https://api.example.com/data');
    const responseData = response.data;
    console.log(responseData);
  } catch (error) {
    console.error('Error fetching data:', error.message);
  }
}

fetchData();",user_2mlEznod51hhL2F6Y9kHYlSzv8I
88,Axios POST,Use Axios to make a post request.,JavaScript,"async function performPostRequest() {
  try {
    const postData = { key: 'value' };
    const response = await axios.post('https://api.example.com/create', postData);
    console.log('POST response:', response.data);
  } catch (error) {
    console.error('POST error:', error.message);
  }
}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
89,Axios PUT,Use Axios to make a PUT request ,JavaScript,"async function performPutRequest() {
  try {
    const putData = { updatedKey: 'updatedValue' };
    const response = await axios.put('https://api.example.com/update/123', putData);
    console.log('PUT response:', response.data);
  } catch (error) {
    console.error('PUT error:', error.message);
  }
}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
90,Axios PATCH,Use Axios to perform a PATCH request,JavaScript,"async function performPatchRequest() {
  try {
    const patchData = { partialUpdateKey: 'updatedValue' };
    const response = await axios.patch('https://api.example.com/patch/456', patchData);
    console.log('PATCH response:', response.data);
  } catch (error) {
    console.error('PATCH error:', error.message);
  }
}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
91,Axios DELETE,Use Axios to make a delete request.,JavaScript,"async function performDeleteRequest() {
  try {
    const response = await axios.delete('https://api.example.com/delete/789');
    console.log('DELETE response:', response.data);
  } catch (error) {
    console.error('DELETE error:', error.message);
  }
}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
92,Axios With Auth,Make API requests with Axios including auth details,JavaScript,"// Basic Auth

async function performRequestWithBasicAuth() {
  const username = 'your_username';
  const password = 'your_password';

  const authString = `${username}:${password}`;
  const base64AuthString = Buffer.from(authString).toString('base64');

  try {
    const response = await axios.get('https://api.example.com/data', {
      headers: {
        'Authorization': `Basic ${base64AuthString}`,
      },
    });

    console.log('Response:', response.data);
  } catch (error) {
    console.error('Error:', error.message);
  }
}

// API key / Token

async function performRequestWithApiKey() {
  const apiKey = 'your_api_key';

  try {
    const response = await axios.get('https://api.example.com/data', {
      headers: {
        'Authorization': `Bearer ${apiKey}`,
      },
    });

    console.log('Response:', response.data);
  } catch (error) {
    console.error('Error:', error.message);
  }
}",user_2mlEznod51hhL2F6Y9kHYlSzv8I
93,SQL CREATE TABLE Statement,Create a table in sql,SQL,"CREATE TABLE TableName (
    Column1 DataType,
    Column2 DataType,
    ...
);


CREATE TABLE Employees (
    Id INT,  (id SERIAL PRIMARY KEY) <-- Postgres
    FirstName VARCHAR(50),
    LastName VARCHAR(50),
    BirthDate DATE,
    Salary DECIMAL(10,2),
    PRIMARY KEY (Id)                  <-- No need in Postgres
);",user_2mlEznod51hhL2F6Y9kHYlSzv8I
94,SQL INSERT INTO Statement,Adds a new record to the table,SQL,"INSERT INTO Employees (EmployeeID, FirstName, LastName, BirthDate, Salary)
VALUES (1, 'John', 'Doe', '1990-05-15', 50000.00);",user_2mlEznod51hhL2F6Y9kHYlSzv8I
95,PDO Select Multiple Records,Select multiple records from a database with PDO,PHP,"<?php
require_once 'database.php';

// Prepare a SELECT statement
$stmt = $pdo->prepare('SELECT * FROM posts');

// Execute the statement
$stmt->execute();

// Fetch the results
$posts = $stmt->fetchAll();

// var_dump($posts);
?>

<!DOCTYPE html>
<html lang=""en"">

<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <script src=""https://cdn.tailwindcss.com""></script>
  <title>Blog</title>
</head>

<body class=""bg-gray-100"">
  <header class=""bg-blue-500 text-white p-4"">
    <div class=""container mx-auto"">
      <h1 class=""text-3xl font-semibold"">My Blog</h1>
    </div>
  </header>
  <div class=""container mx-auto p-4 mt-4"">
    <?php foreach ($posts as $post) : ?>
      <div class=""md my-4"">
        <div class=""rounded-lg shadow-md"">
          <div class=""p-4"">
            <h2 class=""text-xl font-semibold""><?= $post['title'] ?></h2>
            <p class=""text-gray-700 text-lg mt-2""><?= $post['body'] ?></p>
          </div>
        </div>
      </div>
    <?php endforeach; ?>
  </div>
</body>

</html>",user_2mlEznod51hhL2F6Y9kHYlSzv8I
96,SQL WHERE Statement,The WHERE clause is used in a SELECT statement to filter records based on a specified condition,SQL,"SELECT * FROM Employees
WHERE Salary > 60000;",user_2mlEznod51hhL2F6Y9kHYlSzv8I
97,SQL UPDATE Statement,The UPDATE statement is used to modify existing records in a table,SQL,"UPDATE Employees
SET Salary = 65000
WHERE EmployeeID = 1;",user_2mlEznod51hhL2F6Y9kHYlSzv8I
98,SQL ALTER TABLE Statement,"The ALTER TABLE statement is used to modify an existing table, such as adding, modifying, or dropping columns",SQL,"ALTER TABLE Employees
ADD COLUMN Department VARCHAR(50);",user_2mlEznod51hhL2F6Y9kHYlSzv8I
99,SQL DELETE Statement,The DELETE statement is used to remove records from a table based on a specified condition,SQL,"DELETE FROM Employees
WHERE EmployeeID = 1;",user_2mlEznod51hhL2F6Y9kHYlSzv8I
100,SQL FOREIGN KEY,A foreign key is used to establish a link between two tables in a database,SQL,"CREATE TABLE Customers (
    CustomerID INT PRIMARY KEY,
    CustomerName VARCHAR(50)
);

CREATE TABLE Orders (
    OrderID INT PRIMARY KEY,
    OrderDate DATE,
    CustomerID INT,
    FOREIGN KEY (CustomerID) REFERENCES Customers(CustomerID)
);",user_2mlEznod51hhL2F6Y9kHYlSzv8I
101,SQL JOIN Statement,An INNER JOIN is used to combine rows from two or more tables based on a related column between them,SQL,"SELECT Orders.OrderID, Orders.OrderDate, Customers.CustomerName
FROM Orders
JOIN Customers ON Orders.CustomerID = Customers.CustomerID;
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
102,Postgres Initial Connection,How to connect to a Postgres database from a Node server,Postgres,"import pg from ""pg""

const db = new pg.Client({
  user: ""postgres"",
  host: ""localhost"",
  database: ""database name"",
  password: ""database password"",
  port: 5432
})

db.connect();

db.query(""SELECT * FROM table"", (err, res) => {
  if (err) {
    console.log(""Error with the query"")
  } else {
    console.log(res.rows)
  }
  db.end()
})",user_2mlEznod51hhL2F6Y9kHYlSzv8I
104,PHP Superglobals,Built-in variables that are always available in all scopes,PHP,"$_GLOBALS:  An associative array containing references to all variables currently defined in the global scope of the script.

$_SERVER: An associative array containing information such as headers, paths, and script locations. It provides details about the server environment and the request made to it.

$_GET: An associative array of variables passed to the current script via the URL parameters (query string).

$_POST: An associative array of variables passed to the current script via the HTTP POST method.

$_FILES: An associative array of items uploaded to the current script via the HTTP POST method. It contains information about the uploaded files.

$_REQUEST: An associative array that by default contains the contents of $_GET, $_POST, and $_COOKIE. It can be customized to include other request variables.

$_SESSION: An associative array containing session variables available to the current script. These variables are stored on the server and persist across multiple requests.

$_ENV: An associative array of environment variables passed to the current script from the environment in which the PHP parser is running.

$_COOKIE: An associative array of variables passed to the current script via HTTP cookies.

$php_errormsg: A variable containing the last error message generated by PHP. This is only available if the track_errors configuration option is enabled.

Each of these superglobals plays a crucial role in managing data across different parts of a PHP application, making it easier to handle web requests, sessions, and user input.",user_2mlEznod51hhL2F6Y9kHYlSzv8I
105,PHP $_GET,An associative array of variables passed to the current script via the URL parameters.,PHP,"<?php

// URL: example.com/page.php?name=John

echo $_GET['name']; // Outputs: John

?>

",user_2mlEznod51hhL2F6Y9kHYlSzv8I
106,PHP $_POST,An associative array of variables passed to the current script via the HTTP POST method.,PHP,"<?php

// Assuming a form is submitted with method=""post"" and an input named ""name""

echo $_POST['name']; // Outputs the value of the 'name' input field from the form

?>
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
107,PHP $_FILES,An associative array of items uploaded to the current script via the HTTP POST method.,PHP,"<?php

// Assuming a file upload form with method=""post"" and an input named ""file""

if (isset($_FILES['file'])) {
    echo $_FILES['file']['name'];  // Outputs the original name of the uploaded file
}

?>
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
108,PHP $_COOKIE,An associative array of variables passed to the current script via HTTP cookies.,PHP,"<?php

// Assuming a cookie named ""user"" is set

echo $_COOKIE['user']; // Outputs the value of the ""user"" cookie

?>
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
109,PHP $_SESSION,An associative array containing session variables available to the current script,PHP,"<?php

session_start();

$_SESSION['username'] = 'JohnDoe';

echo $_SESSION['username']; // Outputs: JohnDoe

?>
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
110,PHP $_REQUEST,"An associative array that by default contains the contents of $_GET, $_POST, and $_COOKIE.",PHP,"<?php

// URL: example.com/page.php?name=John

echo $_REQUEST['name']; // Outputs: John

?>
",user_2mlEznod51hhL2F6Y9kHYlSzv8I
111,PDO Select a Single Record,Select a single record from the database with PDO,PHP,"<?php
require_once 'database.php';

// Get id from query string
$id = $_GET['id'] ?? null;

// If id is null, redirect to index.php
if (!$id) {
  header('Location: index.php');
  exit;
}

// SELECT statement with placeholder for id
$sql = 'SELECT * FROM posts WHERE id = :id';

// Prepare the SELECT statement
$stmt = $pdo->prepare($sql);

// Params for prepared statement
$params = ['id' => $id];

// Execute the statement
$stmt->execute($params);

// Fetch the post from the database
$post = $stmt->fetch();
?>

// HTML EXAMPLE
<!DOCTYPE html>
<html lang=""en"">

<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <script src=""https://cdn.tailwindcss.com""></script>
  <title><?= $post['title'] ?></title>
</head>

<body class=""bg-gray-100"">
  <header class=""bg-blue-500 text-white p-4"">
    <div class=""container mx-auto"">
      <h1 class=""text-3xl font-semibold"">My Blog</h1>
    </div>
  </header>
  <div class=""container mx-auto p-4 mt-4"">
    <div class=""md my-4"">
      <div class=""rounded-lg shadow-md"">
        <div class=""p-4"">
          <h2 class=""text-xl font-semibold""><?= $post['title']; ?></h2>
          <p class=""text-gray-700 text-lg mt-2 mb-5""><?= $post['body']; ?></p>
          <a href=""index.php"">Go Back</a>
        </div>
      </div>
    </div>
  </div>
</body>

</html>",user_2mlEznod51hhL2F6Y9kHYlSzv8I
112,PDO Insert Single Record,Insert a single record to the database from a form with PDO,PHP,"<?php
require_once 'database.php';

if ($_SERVER['REQUEST_METHOD'] === 'POST' && isset($_POST['submit'])) {
  $title = htmlspecialchars($_POST['title'] ?? '');
  $body = htmlspecialchars($_POST['body'] ?? '');

  // INSERT statement with placeholders for title and body
  $sql = 'INSERT INTO sometable (title, body) VALUES (:title, :body)';

  // Prepare the statement
  $stmt = $pdo->prepare($sql);

  // Params for prepared statement
  $params = [
    'title' => $title,
    'body' => $body
  ];

  // Execute the statement
  $stmt->execute($params);

  header('Location: index.php');
  exit;
}
?>

// HTML Example
<form method=""post"">
        <div>
          <label for=""title"">Title</label>
          <input type=""text"" id=""title"" name=""title"" placeholder=""Enter post title"" value=""<?= $title ?>"">
        </div>
        <div>
          <label for=""body"">Body</label>
          <textarea id=""body"" name=""body"" placeholder=""Enter post body""><?= $body ?></textarea>
        </div>
        <div>
          <button type=""submit"" name=""submit"">
            Submit
          </button>
          <a href=""index.php"">Back to Posts</a>
        </div>
      </form>",user_2mlEznod51hhL2F6Y9kHYlSzv8I
113,PDO Delete Record,Delete a single record in the database with PDO,PHP,"// Post.php
 <form action=""delete.php"" method=""post"">
        <input type=""hidden"" name=""_method"" value=""delete"">
        <input type=""hidden"" name=""id"" value=""<?= $post['id'] ?>"">
        <button type=""submit"" name=""submit"" class=""bg-red-500 text-white px-4 py-2 rounded hover:bg-red-600 focus:outline-none"">Delete</button>
      </form>

// Delete.php
<?php

require_once 'database.php';

$isDeleteRequest = ($_SERVER['REQUEST_METHOD'] === 'POST' && ($_POST['_method'] ?? '') === 'delete');

if ($isDeleteRequest) {
  $id = $_POST['id'];

  $sql = 'DELETE FROM posts WHERE id = :id';

  $stmt = $pdo->prepare($sql);

  $params = ['id' => $id];

  $stmt->execute($params);

  header('Location: index.php');",user_2mlEznod51hhL2F6Y9kHYlSzv8I
114,PDO Update Record,Update a record in the database with PDO,PHP,"// Post.php
 <a href=""edit.php?id=<?= $post['id'] ?>"">Edit</a>

// Edit.php
<?php
require_once 'database.php';

// Get id from query string
$id = $_GET['id'] ?? null;

// If id is null, redirect to index.php
if (!$id) {
  header('Location: index.php');
  exit;
}

// SELECT statement with placeholder for id
$sql = 'SELECT * FROM posts WHERE id = :id';

// Prepare the SELECT statement
$stmt = $pdo->prepare($sql);

// Params for prepared statement
$params = ['id' => $id];

// Execute the statement
$stmt->execute($params);

// Fetch the post from the database
$post = $stmt->fetch();

// Check if the form is submitted with the ""put"" method (for updating)
$isPutRequest = ($_SERVER['REQUEST_METHOD'] === 'POST' && ($_POST['_method'] ?? '') === 'put');

if ($isPutRequest) {

  $title = htmlspecialchars($_POST['title'] ?? '');
  $body = htmlspecialchars($_POST['body'] ?? '');

  // UPDATE statement with placeholders for title, body and id
  $sql = 'UPDATE posts SET title = :title, body = :body WHERE id = :id';

  // Prepare the statement
  $stmt = $pdo->prepare($sql);

  // Params for prepared statement
  $params = [
    'title' => $title,
    'body' => $body,
    'id' => $id
  ];

  // Execute the statement
  $stmt->execute($params);

  header('Location: index.php');
  exit;
}
?>


<!DOCTYPE html>
<html lang=""en"">

<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <title>Update Blog Post</title>
  <script src=""https://cdn.tailwindcss.com""></script>
</head>

<body class=""bg-gray-100"">
   <header class=""bg-blue-500 text-white p-4"">
    <div class=""container mx-auto"">
      <h1 class=""text-3xl font-semibold"">My Blog</h1>
    </div>
  </header>
  <div class=""flex justify-center mt-10"">
    <div class=""bg-white p-8 rounded shadow-md w-full max-w-md"">
      <h1 class=""text-2xl font-semibold mb-6"">Update Blog Post</h1>
      <form method=""post"">
        <input type=""hidden"" name=""_method"" value=""put"">
        <input type=""hidden"" name=""id"" value=""<?= $post['id'] ?>"">
        <div class=""mb-4"">
          <label for=""title"" class=""block text-gray-700 font-medium"">Title</label>
          <input type=""text"" id=""title"" name=""title"" placeholder=""Enter post title"" value=""<?= $post['title'] ?>"">
        </div>
        <div class=""mb-6"">
          <label for=""body"" class=""block text-gray-700 font-medium"">Body</label>
          <textarea id=""body"" name=""body"" placeholder=""Enter post body""><?= $post['body'] ?></textarea>
        </div>
        <div class=""flex items-center justify-between"">
          <button type=""submit"" name=""submit"">
            Submit
          </button>
          <a href=""index.php"" class=""text-blue-500 hover:underline"">Back to Posts</a>
        </div>
      </form>
    </div>
  </div>
</body>

</html>",user_2mlEznod51hhL2F6Y9kHYlSzv8I
